จังหวัด,เขต,ชื่อผู้สมัคร,หมายเลข,พรรค,วุฒิการศึกษา,เพศ,ช่วงอายุ,อาชีพ
กรุงเทพมหานคร,15,นายศิโรตม์  มโนพัฒนะ,2,ชาติพัฒนาเพื่อแผ่นดิน,ปริญญาโท,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
กรุงเทพมหานคร,15,นายอำนวย  โกวิทธรรมกรณ์,33,ประชาสันติ,ปริญญาตรี,ชาย,51-60 ปี,อาชีพอื่นๆ
กรุงเทพมหานคร,15,ว่าที่ ร้อยตรีนพดล  เดชาฤทธิ์,20,การเมืองใหม่,ปริญญาโท,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
กรุงเทพมหานคร,16,นายพนิช  วิกิตเศรษฐ์,10,ประชาธิปัตย์,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,นักการเมือง
กรุงเทพมหานคร,16,นายพลภูมิ  วิภัติภูมิประเทศ,1,เพื่อไทย,ปริญญาโท,ชาย,31-40 ปี,นักการเมือง
กรุงเทพมหานคร,16,นายไมตรี  คำพันธุ์,2,ชาติพัฒนาเพื่อแผ่นดิน,ปริญญาตรี,ชาย,31-40 ปี,อาชีพอิสระ / รับจ้าง
กรุงเทพมหานคร,16,นายวิทวัท  ชุลสนะเสวี,36,พลังคนกีฬา,ปริญญาตรี,ชาย,ต่ำกว่าหรือเท่ากับ 30 ปี,นักกฎหมาย
กรุงเทพมหานคร,16,นายสันติ  วิชัยพล,14,กิจสังคม,ปริญญาโท,ชาย,41-50 ปี,นักวิชาการ / ครู / อาจารย์
กรุงเทพมหานคร,16,นายสุทัศน์  แก่นสุวรรณ,33,ประชาสันติ,ปริญญาตรี,ชาย,61-70 ปี,วิชาชีพอิสระ
กรุงเทพมหานคร,16,นายสุรทัศน์  คัชมาตย์,21,ชาติไทยพัฒนา,ปริญญาตรี,ชาย,41-50 ปี,อาชีพอิสระ / รับจ้าง
กรุงเทพมหานคร,16,นายอัคคชา  พรหมสูตร,12,รักษ์สันติ,ปริญญาตรี,ชาย,41-50 ปี,นักการเมือง
กรุงเทพมหานคร,16,นายอับดุลณฮากีม  ยีตา,34,ความหวังใหม่,ปริญญาโท,ชาย,41-50 ปี,อาชีพอื่นๆ
กรุงเทพมหานคร,16,เรือตรีแซมดิน  เลิศบุญย์,18,เพื่อฟ้าดิน,ปริญญาตรี,ชาย,51-60 ปี,อาชีพอิสระ / รับจ้าง
กรุงเทพมหานคร,16,หม่อมหลวงสมชาย  เกษมสันต์,23,ชาติสามัคคี,ปริญญาตรี,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
กรุงเทพมหานคร,17,นางสาวกนกวรรรณ  สุทธิประภา,36,พลังคนกีฬา,ต่ำกว่าปริญญาตรี,หญิง,31-40 ปี,อาชีพอิสระ / รับจ้าง
กรุงเทพมหานคร,17,นายชาญวิทย์  วิภูศิริ,10,ประชาธิปัตย์,ปริญญาโท,ชาย,31-40 ปี,ธุรกิจส่วนตัว / ค้าขาย
กรุงเทพมหานคร,17,นายธำรงค์  แสงสุริยจันทร์,18,เพื่อฟ้าดิน,ปริญญาโท,ชาย,61-70 ปี,อาชีพอิสระ / รับจ้าง
กรุงเทพมหานคร,17,นายบำรุง  จิตติชาญชัย,17,แทนคุณแผ่นดิน,ปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
กรุงเทพมหานคร,17,นายยศพงศ์  นาทันรีบ,2,ชาติพัฒนาเพื่อแผ่นดิน,ปริญญาโท,ชาย,31-40 ปี,ธุรกิจส่วนตัว / ค้าขาย
กรุงเทพมหานคร,17,นายยุทธนา  ช่วงมณี,14,กิจสังคม,ปริญญาตรี,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
กรุงเทพมหานคร,17,นายวิชาญ  มีนชัยนันท์,1,เพื่อไทย,ปริญญาโท,ชาย,51-60 ปี,อาชีพอื่นๆ
กรุงเทพมหานคร,17,นายวิโรจะโน  ชูชาติประเสริฐผล,12,รักษ์สันติ,ปริญญาเอก,ชาย,61-70 ปี,นักวิชาการ / ครู / อาจารย์
กรุงเทพมหานคร,17,นายศุภกร  ภูมิพันธ์,34,ความหวังใหม่,ปริญญาตรี,ชาย,51-60 ปี,นักกฎหมาย
กรุงเทพมหานคร,17,นายสุรชัย  นิวาสพันธุ์,21,ชาติไทยพัฒนา,ปริญญาตรี,ชาย,51-60 ปี,นักกฎหมาย
กรุงเทพมหานคร,18,นางสาวปวภัสส์  วัชโรฐิติกรณ์,23,ชาติสามัคคี,ปริญญาตรี,หญิง,31-40 ปี,ธุรกิจส่วนตัว / ค้าขาย
กรุงเทพมหานคร,18,นายจิรายุ  ห่วงทรัพย์,1,เพื่อไทย,ปริญญาโท,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
กรุงเทพมหานคร,18,นายดอกบัวน้อย  นาวาบุญนิยม,18,เพื่อฟ้าดิน,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,อาชีพอิสระ / รับจ้าง
กรุงเทพมหานคร,18,นายธนัช  กรองกันภัย,12,รักษ์สันติ,ปริญญาโท,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
กรุงเทพมหานคร,18,นายบุญเรือง  ศิลาธุลี,36,พลังคนกีฬา,ปริญญาตรี,ชาย,51-60 ปี,นักวิชาการ / ครู / อาจารย์
กรุงเทพมหานคร,18,นายสงวนศักดิ์  ยูฮันเงาะ,34,ความหวังใหม่,ต่ำกว่าปริญญาตรี,ชาย,61-70 ปี,ธุรกิจส่วนตัว / ค้าขาย
กรุงเทพมหานคร,18,นายสมัย  เจริญช่าง,10,ประชาธิปัตย์,ปริญญาโท,ชาย,51-60 ปี,นักการเมือง
