หมายเลข,พรรค,ลำดับในบัญชี,ชื่อผู้สมัคร,การศึกษาสูงสุด,เพศ,ช่วงอายุ,อาชีพ
2,ชาติพัฒนาเพื่อแผ่นดิน,53,นางมลฑา  เทานอก,ต่ำกว่าปริญญาตรี,หญิง,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
2,ชาติพัฒนาเพื่อแผ่นดิน,54,นางสายบัว  สุริยนต์,ต่ำกว่าปริญญาตรี,หญิง,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
2,ชาติพัฒนาเพื่อแผ่นดิน,55,ร้อยตรีเปลื้อง  ไกรกลาง,ต่ำกว่าปริญญาตรี,ชาย,71-80 ปี,ไม่ระบุ
2,ชาติพัฒนาเพื่อแผ่นดิน,56,นายนิพล  แว่นในเมือง,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
2,ชาติพัฒนาเพื่อแผ่นดิน,57,ร้อยตรีสมนึก  ชอบสูงเนิน,ต่ำกว่าปริญญาตรี,ชาย,71-80 ปี,ข้าราชการบำนาญ
2,ชาติพัฒนาเพื่อแผ่นดิน,58,นางเรณู  รักษาสุวรรณ,ปริญญาตรี,หญิง,61-70 ปี,ข้าราชการบำนาญ
2,ชาติพัฒนาเพื่อแผ่นดิน,59,จ่าสิบตำรวจประดิษฐ์  เกิดศิลป์,ต่ำกว่าปริญญาตรี,ชาย,61-70 ปี,ข้าราชการบำนาญ
2,ชาติพัฒนาเพื่อแผ่นดิน,60,พันโทอุทัย  วิทยากาญจน์,ต่ำกว่าปริญญาตรี,ชาย,มากกว่า 80 ปี,ข้าราชการบำนาญ
2,ชาติพัฒนาเพื่อแผ่นดิน,61,นายประเสริฐ  สำราญเลิศนภา,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,ไม่ระบุ
2,ชาติพัฒนาเพื่อแผ่นดิน,62,นายพิสิฏฐ์  ธรรมบุตร,ปริญญาตรี,ชาย,71-80 ปี,ข้าราชการบำนาญ
2,ชาติพัฒนาเพื่อแผ่นดิน,63,นายเย็น  โพธิ์ทะเล,ต่ำกว่าปริญญาตรี,ชาย,61-70 ปี,ธุรกิจส่วนตัว / ค้าขาย
2,ชาติพัฒนาเพื่อแผ่นดิน,64,นางประสมสุข  พูลพิพัฒน์,ต่ำกว่าปริญญาตรี,หญิง,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
2,ชาติพัฒนาเพื่อแผ่นดิน,65,นางจำเรียง  ศิริศักดิ์,ต่ำกว่าปริญญาตรี,หญิง,61-70 ปี,ธุรกิจส่วนตัว / ค้าขาย
2,ชาติพัฒนาเพื่อแผ่นดิน,66,พันตรีสมหมาย  ลอยศักดิ์,ต่ำกว่าปริญญาตรี,ชาย,71-80 ปี,ข้าราชการบำนาญ
2,ชาติพัฒนาเพื่อแผ่นดิน,67,นายณัฐวุฒิ  เตชะวณิช,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
2,ชาติพัฒนาเพื่อแผ่นดิน,68,นางส้มจีน  กระแสร์กุศล,ต่ำกว่าปริญญาตรี,หญิง,71-80 ปี,ธุรกิจส่วนตัว / ค้าขาย
2,ชาติพัฒนาเพื่อแผ่นดิน,69,นางสุภาพ  สิทธิศักดิ์,ต่ำกว่าปริญญาตรี,หญิง,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
2,ชาติพัฒนาเพื่อแผ่นดิน,70,นายสมศักดิ์  กาญจนวัฒนาวงศ์,ต่ำกว่าปริญญาตรี,ชาย,61-70 ปี,ธุรกิจส่วนตัว / ค้าขาย
2,ชาติพัฒนาเพื่อแผ่นดิน,71,นางศุภากร  มาดีประเสริฐ,ต่ำกว่าปริญญาตรี,หญิง,61-70 ปี,ธุรกิจส่วนตัว / ค้าขาย
2,ชาติพัฒนาเพื่อแผ่นดิน,72,นายฉอ้อน  ศรีสวัสดิ์,ต่ำกว่าปริญญาตรี,ชาย,61-70 ปี,ไม่ระบุ
2,ชาติพัฒนาเพื่อแผ่นดิน,73,นางศุภกร  สาตร์สูงเนิน,ปริญญาตรี,หญิง,41-50 ปี,อาชีพอื่นๆ
2,ชาติพัฒนาเพื่อแผ่นดิน,74,นายสำรวย  สุวรรณ,ต่ำกว่าปริญญาตรี,ชาย,61-70 ปี,ไม่ระบุ
2,ชาติพัฒนาเพื่อแผ่นดิน,75,นายทรงพล  กิตติพลานนท์,ต่ำกว่าปริญญาตรี,ชาย,71-80 ปี,ธุรกิจส่วนตัว / ค้าขาย
2,ชาติพัฒนาเพื่อแผ่นดิน,76,นายมณัติ  พูนจันอัด,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
2,ชาติพัฒนาเพื่อแผ่นดิน,77,นายวีระวงษ์  นำกองพระทราย,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
2,ชาติพัฒนาเพื่อแผ่นดิน,78,นายสุวัฒน์  ทรวงโพธิ์,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,ไม่ระบุ
2,ชาติพัฒนาเพื่อแผ่นดิน,79,นางอรพรรณ  มาจำเนียร,ต่ำกว่าปริญญาตรี,หญิง,61-70 ปี,ธุรกิจส่วนตัว / ค้าขาย
2,ชาติพัฒนาเพื่อแผ่นดิน,80,นายเสน่ห์  นาพุดซา,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
2,ชาติพัฒนาเพื่อแผ่นดิน,81,นายชุ่ม  ดีหมื่นไวย,ต่ำกว่าปริญญาตรี,ชาย,71-80 ปี,อาชีพอิสระ / รับจ้าง
2,ชาติพัฒนาเพื่อแผ่นดิน,82,นายศุภฤกษ์  กลางในเมือง,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
2,ชาติพัฒนาเพื่อแผ่นดิน,83,นางสิริวรรณ  ปฐมพาณิชย์พงศ์,ต่ำกว่าปริญญาตรี,หญิง,61-70 ปี,ธุรกิจส่วนตัว / ค้าขาย
2,ชาติพัฒนาเพื่อแผ่นดิน,84,นางนันทนา  แดงใหม่,ปริญญาตรี,หญิง,41-50 ปี,อาชีพอิสระ / รับจ้าง
2,ชาติพัฒนาเพื่อแผ่นดิน,85,นางกมลรัตน์  อดทน,ปริญญาตรี,หญิง,51-60 ปี,อาชีพอิสระ / รับจ้าง
2,ชาติพัฒนาเพื่อแผ่นดิน,86,นายกฤษฎา  จุฑาจินดาเขต,ปริญญาโท,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
2,ชาติพัฒนาเพื่อแผ่นดิน,87,นายวิวัฒน์  ชนะวงศ์วิสุทธิ์,ปริญญาโท,ชาย,61-70 ปี,ธุรกิจส่วนตัว / ค้าขาย
